<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.17	06:00:00	4365.630	4369.599	4346.810	4360.029	36469	0	160
2025.10.17	07:00:00	4360.067	4361.948	4309.025	4342.299	53350	0	160
2025.10.17	08:00:00	4342.408	4349.778	4321.101	4347.800	41168	0	160
2025.10.17	09:00:00	4347.753	4348.535	4332.263	4340.238	22713	0	160
2025.10.17	10:00:00	4340.196	4342.141	4319.538	4327.664	29120	0	160
2025.10.17	11:00:00	4327.628	4336.003	4286.685	4287.115	50221	0	160
2025.10.17	12:00:00	4287.178	4320.263	4283.516	4314.447	50282	0	160
2025.10.17	13:00:00	4314.485	4317.803	4258.315	4273.920	88492	0	160
2025.10.17	14:00:00	4273.883	4274.643	4216.823	4248.889	118636	0	160
2025.10.17	15:00:00	4248.951	4259.404	4230.971	4237.478	52490	0	160
2025.10.17	16:00:00	4237.540	4244.943	4200.886	4205.005	62913	0	160
2025.10.17	17:00:00	4205.033	4228.424	4186.194	4221.176	58459	0	160
2025.10.17	18:00:00	4221.212	4244.708	4218.119	4235.715	34992	0	160
2025.10.17	19:00:00	4235.626	4237.851	4212.620	4225.936	31266	0	160
2025.10.17	20:00:00	4225.895	4252.702	4220.102	4250.936	21072	0	160
2025.10.19	22:00:00	4264.629	4268.301	4245.444	4255.790	21741	0	160
2025.10.19	23:00:00	4255.758	4256.409	4233.246	4237.893	19177	0	160
2025.10.20	00:00:00	4237.865	4250.797	4218.931	4249.458	34548	0	160
2025.10.20	01:00:00	4249.406	4268.979	4229.569	4262.393	45375	0	160
2025.10.20	02:00:00	4262.444	4271.286	4253.389	4255.797	24438	0	160
2025.10.20	03:00:00	4255.821	4265.374	4248.719	4264.725	18465	0	160
2025.10.20	04:00:00	4264.681	4268.282	4260.377	4266.338	11468	0	160
2025.10.20	05:00:00	4266.235	4266.786	4239.782	4239.968	27960	0	160
2025.10.20	06:00:00	4240.003	4245.787	4221.442	4236.327	36041	0	160
2025.10.20	07:00:00	4236.261	4260.954	4234.778	4255.173	22673	0	160
2025.10.20	08:00:00	4255.137	4266.180	4252.290	4258.671	17821	0	160
2025.10.20	09:00:00	4258.706	4263.693	4250.321	4260.690	15015	0	160
2025.10.20	10:00:00	4260.652	4260.895	4245.621	4254.885	18270	0	160
2025.10.20	11:00:00	4254.846	4279.738	4250.858	4279.281	15721	0	160
2025.10.20	12:00:00	4279.241	4327.141	4272.727	4323.592	42888	0	160
2025.10.20	13:00:00	4323.638	4325.198	4299.445	4300.895	54206	0	160
2025.10.20	14:00:00	4300.862	4334.775	4292.608	4332.303	42816	0	160
2025.10.20	15:00:00	4332.250	4355.781	4332.250	4349.215	30748	0	160
2025.10.20	16:00:00	4349.180	4350.840	4342.655	4347.872	19887	0	160
2025.10.20	17:00:00	4347.838	4351.148	4337.366	4347.561	19905	0	160
2025.10.20	18:00:00	4347.600	4364.610	4344.535	4359.427	17759	0	160
2025.10.20	19:00:00	4359.463	4381.580	4359.211	4378.166	17712	0	160
2025.10.20	20:00:00	4378.211	4380.084	4346.475	4356.065	23618	0	160
2025.10.20	22:00:00	4364.452	4375.487	4357.543	4367.465	17850	0	160
2025.10.20	23:00:00	4367.540	4371.660	4356.602	4360.492	12580	0	160
2025.10.21	00:00:00	4360.442	4371.140	4356.143	4368.835	20120	0	160
2025.10.21	01:00:00	4368.790	4372.296	4332.867	4350.796	36202	0	160
2025.10.21	02:00:00	4350.860	4355.422	4335.163	4338.833	26770	0	160
2025.10.21	03:00:00	4338.872	4350.828	4337.851	4346.556	13857	0	160
2025.10.21	04:00:00	4346.596	4347.039	4337.165	4341.941	10484	0	160
2025.10.21	05:00:00	4341.946	4344.254	4317.151	4323.315	25589	0	160
2025.10.21	06:00:00	4323.285	4344.314	4317.169	4343.203	21920	0	160
2025.10.21	07:00:00	4343.227	4343.246	4293.421	4298.449	42294	0	160
2025.10.21	08:00:00	4298.422	4301.786	4244.728	4273.899	67307	0	160
2025.10.21	09:00:00	4273.933	4278.089	4254.600	4265.136	32116	0	160
2025.10.21	10:00:00	4265.170	4266.508	4249.266	4253.766	27037	0	160
2025.10.21	11:00:00	4253.740	4272.444	4245.513	4253.325	25181	0	160
2025.10.21	12:00:00	4253.353	4257.511	4205.788	4211.051	61301	0	160
2025.10.21	13:00:00	4211.104	4225.438	4167.546	4174.072	93124	0	160
2025.10.21	14:00:00	4174.028	4188.475	4080.817	4138.930	124680	0	160
2025.10.21	15:00:00	4138.867	4150.621	4120.016	4138.534	69918	0	160
2025.10.21	16:00:00	4138.576	4143.856	4101.352	4113.475	52130	0	160
2025.10.21	17:00:00	4113.579	4120.268	4093.562	4111.230	49244	0	160
2025.10.21	18:00:00	4111.195	4125.845	4106.379	4114.820	25981	0	160
2025.10.21	19:00:00	4114.884	4122.187	4100.376	4108.770	29343	0	160
2025.10.21	20:00:00	4108.820	4130.976	4105.999	4125.337	15627	0	160
2025.10.21	22:00:00	4132.096	4132.322	4113.797	4123.321	15161	0	160
2025.10.21	23:00:00	4123.349	4127.882	4090.142	4093.165	19136	0	160
2025.10.22	00:00:00	4093.182	4094.052	4004.185	4075.132	112407	0	160
2025.10.22	01:00:00	4075.165	4121.127	4064.368	4087.177	67388	0	160
2025.10.22	02:00:00	4087.217	4117.877	4087.217	4114.959	27244	0	160
2025.10.22	03:00:00	4115.057	4143.143	4107.312	4128.674	25169	0	160
2025.10.22	04:00:00	4128.682	4133.471	4107.536	4128.173	20327	0	160
2025.10.22	05:00:00	4128.210	4147.036	4126.424	4135.121	23318	0	160
2025.10.22	06:00:00	4135.068	4161.360	4127.694	4155.708	24202	0	160
2025.10.22	07:00:00	4155.667	4156.416	4129.293	4132.901	38728	0	160
2025.10.22	08:00:00	4132.863	4135.863	4058.578	4070.631	74410	0	160
2025.10.22	09:00:00	4070.588	4101.828	4061.553	4069.534	48985	0	160
2025.10.22	10:00:00	4069.522	4090.887	4023.736	4035.140	46453	0	160
2025.10.22	11:00:00	4035.165	4045.031	4015.047	4027.778	57622	0	160
2025.10.22	12:00:00	4027.805	4053.495	4023.053	4033.849	51699	0	160
2025.10.22	13:00:00	4033.885	4085.272	4033.417	4075.941	69960	0	160
2025.10.22	14:00:00	4075.900	4078.384	4010.942	4015.041	66524	0	160
2025.10.22	15:00:00	4014.994	4047.398	4014.775	4037.089	52270	0	160
2025.10.22	16:00:00	4037.043	4064.265	4023.139	4059.221	50054	0	160
2025.10.22	17:00:00	4059.185	4071.160	4043.944	4069.951	41149	0	160
2025.10.22	18:00:00	4070.005	4081.545	4066.557	4076.727	20301	0	160
2025.10.22	19:00:00	4076.707	4113.704	4076.544	4102.378	31715	0	160
2025.10.22	20:00:00	4102.333	4107.299	4088.506	4098.347	15127	0	160
2025.10.22	22:00:00	4106.302	4116.471	4092.202	4102.050	19440	0	160
2025.10.22	23:00:00	4102.076	4104.798	4080.517	4087.666	20500	0	160
2025.10.23	00:00:00	4087.709	4096.868	4065.957	4081.825	33124	0	160
2025.10.23	01:00:00	4081.866	4092.824	4071.787	4073.297	30875	0	160
2025.10.23	02:00:00	4073.322	4085.463	4072.192	4082.552	20044	0	160
2025.10.23	03:00:00	4082.506	4100.761	4077.742	4091.173	16743	0	160
2025.10.23	04:00:00	4091.195	4093.025	4079.656	4089.702	12152	0	160
2025.10.23	05:00:00	4089.675	4110.517	4083.866	4110.266	18344	0	160
2025.10.23	06:00:00	4110.224	4137.712	4110.089	4113.630	39594	0	160
2025.10.23	07:00:00	4113.583	4121.300	4091.793	4094.256	29915	0	160
2025.10.23	08:00:00	4094.318	4119.027	4094.318	4116.135	25338	0	160
2025.10.23	09:00:00	4116.178	4125.442	4111.167	4124.415	19517	0	160
2025.10.23	10:00:00	4124.373	4125.251	4101.720	4108.833	24763	0	160
2025.10.23	11:00:00	4108.879	4121.002	4107.654	4109.614	23554	0	160
2025.10.23	12:00:00	4109.581	4129.402	4100.140	4127.175	26121	0	160
2025.10.23	13:00:00	4127.216	4151.129	4125.784	4144.946	46478	0	160
2025.10.23	14:00:00	4144.905	4154.670	4135.985	4148.258	36617	0	160
2025.10.23	15:00:00	4148.265	4151.888	4137.135	4141.845	24057	0	160
2025.10.23	16:00:00	4141.816	4148.643	4125.451	4133.022	22082	0	160
2025.10.23	17:00:00	4132.976	4139.219	4124.777	4137.659	20269	0	160
2025.10.23	18:00:00	4137.661	4143.459	4133.150	4135.982	13451	0	160
2025.10.23	19:00:00	4136.016	4138.225	4116.452	4118.289	17535	0	160
2025.10.23	20:00:00	4118.333	4125.967	4107.377	4125.560	12844	0	160
2025.10.23	22:00:00	4131.889	4131.915	4111.338	4116.133	10774	0	160
2025.10.23	23:00:00	4116.129	4122.968	4105.847	4121.775	9857	0	160
2025.10.24	00:00:00	4121.800	4133.713	4117.911	4132.560	14700	0	160
2025.10.24	01:00:00	4132.579	4144.291	4112.115	4118.913	26899	0	160
2025.10.24	02:00:00	4118.870	4119.057	4109.408	4109.614	18722	0	160
2025.10.24	03:00:00	4109.710	4123.550	4107.529	4122.380	12785	0	160
2025.10.24	04:00:00	4122.262	4123.344	4102.836	4111.710	14751	0	160
2025.10.24	05:00:00	4111.774	4118.011	4102.901	4104.650	14150	0	160
2025.10.24	06:00:00	4104.612	4104.856	4081.392	4092.215	28356	0	160
2025.10.24	07:00:00	4092.149	4096.016	4069.547	4074.245	24487	0	160
2025.10.24	08:00:00	4074.396	4077.862	4047.448	4065.337	32214	0	160
2025.10.24	09:00:00	4065.246	4073.618	4054.365	4060.753	19914	0	160
2025.10.24	10:00:00	4060.728	4070.902	4053.480	4054.777	15737	0	160
2025.10.24	11:00:00	4054.814	4065.572	4043.978	4061.284	21608	0	160
2025.10.24	12:00:00	4061.371	4093.731	4059.819	4082.059	37675	0	160
2025.10.24	13:00:00	4082.055	4122.324	4079.110	4106.845	61728	0	160
2025.10.24	14:00:00	4106.682	4135.165	4102.186	4117.364	45388	0	160
2025.10.24	15:00:00	4117.339	4131.922	4113.214	4130.347	28566	0	160
2025.10.24	16:00:00	4130.413	4138.622	4121.668	4129.162	22458	0	160
2025.10.24	17:00:00	4129.208	4134.371	4105.648	4107.534	23754	0	160
2025.10.24	18:00:00	4107.585	4113.625	4101.827	4110.312	20416	0	160
2025.10.24	19:00:00	4110.278	4117.399	4102.200	4103.999	15508	0	160
2025.10.24	20:00:00	4104.036	4114.079	4096.254	4113.082	9749	0	160
2025.10.26	22:00:00	4083.575	4109.217	4071.727	4081.737	27721	0	160
2025.10.26	23:00:00	4081.764	4088.452	4061.912	4064.458	22393	0	160
2025.10.27	00:00:00	4064.532	4084.192	4058.108	4081.329	21259	0	160
2025.10.27	01:00:00	4081.368	4097.810	4074.984	4081.775	30612	0	160
2025.10.27	02:00:00	4081.709	4082.158	4070.097	4071.586	18772	0	160
2025.10.27	03:00:00	4071.558	4081.909	4065.319	4069.562	14249	0	160
2025.10.27	04:00:00	4069.523	4071.856	4053.805	4068.752	17710	0	160
2025.10.27	05:00:00	4068.828	4084.540	4068.521	4079.552	14922	0	160
2025.10.27	06:00:00	4079.522	4084.782	4073.829	4078.263	17461	0	160
2025.10.27	07:00:00	4078.287	4080.028	4064.017	4068.619	14975	0	160
2025.10.27	08:00:00	4068.588	4070.534	4023.351	4043.324	28137	0	160
2025.10.27	09:00:00	4043.408	4050.309	4030.078	4039.737	31082	0	160
2025.10.27	10:00:00	4039.716	4047.861	4028.795	4037.364	20688	0	160
2025.10.27	11:00:00	4037.407	4041.448	4015.396	4023.923	28565	0	160
2025.10.27	12:00:00	4023.966	4046.553	4022.293	4045.514	27690	0	160
2025.10.27	13:00:00	4045.564	4050.275	4013.181	4021.994	49041	0	160
2025.10.27	14:00:00	4021.956	4023.383	3982.877	3987.910	68902	0	160
2025.10.27	15:00:00	3987.954	3993.532	3971.348	3989.930	44391	0	160
2025.10.27	16:00:00	3990.039	4000.444	3983.978	3999.159	22365	0	160
2025.10.27	17:00:00	3999.255	4008.853	3990.771	4006.513	21266	0	160
2025.10.27	18:00:00	4006.466	4010.147	3997.793	3999.308	17847	0	160
2025.10.27	19:00:00	3999.338	4005.704	3985.575	3990.129	22678	0	160
2025.10.27	20:00:00	3990.176	4000.309	3979.110	3982.549	13077	0	160
2025.10.27	22:00:00	3986.884	3996.476	3983.714	3989.898	10528	0	160
2025.10.27	23:00:00	3989.895	4004.562	3982.880	3998.476	13038	0	160
2025.10.28	00:00:00	3998.379	4009.746	3973.043	4006.746	19355	0	160
2025.10.28	01:00:00	4006.712	4019.767	4004.355	4011.010	24267	0	160
2025.10.28	02:00:00	4011.095	4013.993	3980.663	3983.882	24278	0	160
2025.10.28	03:00:00	3983.838	3994.414	3983.088	3992.900	13823	0	160
2025.10.28	04:00:00	3992.884	3994.255	3963.645	3973.680	21942	0	160
2025.10.28	05:00:00	3973.682	3980.217	3958.982	3966.469	24493	0	160
2025.10.28	06:00:00	3966.492	3968.627	3938.400	3942.594	25817	0	160
2025.10.28	07:00:00	3942.620	3948.559	3921.754	3932.430	29161	0	160
2025.10.28	08:00:00	3932.477	3935.894	3896.501	3897.412	37740	0	160
2025.10.28	09:00:00	3897.452	3911.022	3886.535	3904.714	32705	0	160
2025.10.28	10:00:00	3904.702	3930.741	3899.954	3926.405	24900	0	160
2025.10.28	11:00:00	3926.519	3929.977	3910.787	3923.293	23583	0	160
2025.10.28	12:00:00	3923.248	3929.875	3905.537	3912.871	24837	0	160
2025.10.28	13:00:00	3912.946	3940.445	3912.412	3938.881	43156	0	160
2025.10.28	14:00:00	3938.934	3953.977	3934.699	3949.702	30893	0	160
2025.10.28	15:00:00	3949.678	3969.611	3947.110	3964.813	23294	0	160
2025.10.28	16:00:00	3964.724	3965.409	3951.101	3958.538	27639	0	160
2025.10.28	17:00:00	3958.469	3970.422	3955.104	3962.456	20978	0	160
2025.10.28	18:00:00	3962.423	3964.096	3945.144	3956.612	18485	0	160
2025.10.28	19:00:00	3956.638	3962.858	3950.760	3960.116	18978	0	160
2025.10.28	20:00:00	3960.164	3960.968	3949.228	3952.221	9566	0	160
2025.10.28	22:00:00	3957.342	3961.198	3915.990	3934.029	23595	0	160
2025.10.28	23:00:00	3934.044	3967.841	3933.965	3964.818	15389	0	160
2025.10.29	00:00:00	3964.838	3982.250	3959.161	3975.301	20545	0	160
2025.10.29	01:00:00	3975.258	3979.730	3966.152	3973.798	23989	0	160
2025.10.29	02:00:00	3973.775	3974.537	3944.199	3961.181	22111	0	160
2025.10.29	03:00:00	3961.270	3972.238	3958.379	3963.360	15336	0	160
2025.10.29	04:00:00	3963.373	3964.926	3951.163	3952.027	14390	0	160
2025.10.29	05:00:00	3952.044	3966.401	3950.749	3962.559	18121	0	160
2025.10.29	06:00:00	3962.620	3984.966	3959.849	3978.310	17638	0	160
2025.10.29	07:00:00	3978.332	4001.586	3974.965	4001.329	20071	0	160
2025.10.29	08:00:00	4001.294	4018.454	4000.436	4016.617	19210	0	160
2025.10.29	09:00:00	4016.592	4029.650	4013.389	4024.056	18848	0	160
2025.10.29	10:00:00	4024.126	4029.706	4017.185	4023.366	17669	0	160
2025.10.29	11:00:00	4023.415	4028.678	4013.390	4016.693	19512	0	160
2025.10.29	12:00:00	4016.722	4030.262	4013.595	4025.390	20951	0	160
2025.10.29	13:00:00	4025.357	4025.491	4002.471	4012.287	32342	0	160
2025.10.29	14:00:00	4012.253	4022.445	4007.362	4008.574	24208	0	160
2025.10.29	15:00:00	4008.543	4012.122	3989.229	3992.986	26058	0	160
2025.10.29	16:00:00	3993.009	4001.026	3991.353	3992.863	15065	0	160
2025.10.29	17:00:00	3992.832	3997.836	3985.614	3994.873	14718	0	160
2025.10.29	18:00:00	3994.835	4007.501	3942.858	3969.394	79949	0	160
2025.10.29	19:00:00	3969.431	3979.737	3927.910	3945.555	54061	0	160
2025.10.29	20:00:00	3945.528	3954.231	3927.990	3928.745	19967	0	160
2025.10.29	22:00:00	3927.247	3948.447	3917.163	3941.336	20737	0	160
2025.10.29	23:00:00	3941.380	3954.044	3939.536	3952.812	13173	0	160
2025.10.30	00:00:00	3952.798	3964.254	3938.026	3950.226	21176	0	160
2025.10.30	01:00:00	3950.210	3966.389	3945.164	3948.049	27444	0	160
2025.10.30	02:00:00	3947.937	3948.246	3921.643	3921.950	26021	0	160
2025.10.30	03:00:00	3921.953	3938.252	3915.334	3938.008	17440	0	160
2025.10.30	04:00:00	3938.021	3982.403	3934.842	3972.691	28962	0	160
2025.10.30	05:00:00	3972.664	3978.446	3947.087	3963.757	28721	0	160
2025.10.30	06:00:00	3963.644	3977.177	3956.288	3976.836	24637	0	160
2025.10.30	07:00:00	3976.777	3977.241	3955.865	3961.320	19767	0	160
2025.10.30	08:00:00	3961.411	3976.795	3960.160	3976.355	18346	0	160
2025.10.30	09:00:00	3976.396	4011.825	3975.929	3998.670	26574	0	160
2025.10.30	10:00:00	3998.624	4000.997	3973.717	3984.292	22512	0	160
2025.10.30	11:00:00	3984.318	3985.026	3964.005	3974.380	21285	0	160
2025.10.30	12:00:00	3974.422	3985.603	3961.008	3961.446	28859	0	160
2025.10.30	13:00:00	3961.408	3995.367	3960.046	3995.367	40708	0	160
2025.10.30	14:00:00	3995.342	4014.838	3986.728	3996.410	48644	0	160
2025.10.30	15:00:00	3996.359	4008.469	3988.385	4001.938	26941	0	160
2025.10.30	16:00:00	4001.900	4004.078	3991.380	4001.280	18887	0	160
2025.10.30	17:00:00	4001.324	4017.955	3994.383	4004.795	16333	0	160
2025.10.30	18:00:00	4004.839	4017.781	4000.245	4016.104	16046	0	160
2025.10.30	19:00:00	4016.134	4026.044	4015.329	4023.466	16435	0	160
2025.10.30	20:00:00	4023.430	4027.454	4016.379	4024.533	9675	0	160
2025.10.30	22:00:00	4023.522	4046.422	4016.328	4037.974	13934	0	160
2025.10.30	23:00:00	4038.012	4043.024	4018.906	4036.658	18806	0	160
2025.10.31	00:00:00	4036.633	4037.127	4023.798	4025.376	16698	0	160
2025.10.31	01:00:00	4025.344	4039.294	4012.930	4018.868	24978	0	160
2025.10.31	02:00:00	4018.824	4019.234	4001.508	4011.051	26612	0	160
2025.10.31	03:00:00	4011.118	4013.982	3991.125	3996.422	21350	0	160
2025.10.31	04:00:00	3996.413	4010.639	3989.079	4005.678	15073	0	160
2025.10.31	05:00:00	4005.649	4011.353	3994.021	4005.093	20291	0	160
2025.10.31	06:00:00	4005.121	4015.115	4002.055	4013.101	19783	0	160
2025.10.31	07:00:00	4013.097	4025.306	4007.446	4021.041	19140	0	160
2025.10.31	08:00:00	4021.002	4026.871	4006.614	4010.481	18150	0	160
2025.10.31	09:00:00	4010.442	4014.320	3998.795	4008.531	16928	0	160
2025.10.31	10:00:00	4008.522	4016.816	4003.570	4007.458	14170	0	160
2025.10.31	11:00:00	4007.413	4011.227	4001.697	4010.585	13373	0	160
2025.10.31	12:00:00	4010.528	4036.257	4009.075	4023.047	20509	0	160
2025.10.31	13:00:00	4023.013	4035.292	4010.090	4016.522	33702	0	160
2025.10.31	14:00:00	4016.568	4027.332	4010.831	4020.568	27347	0	160
2025.10.31	15:00:00	4020.518	4022.759	4009.409	4012.804	26053	0	160
2025.10.31	16:00:00	4012.734	4015.188	3972.406	3980.751	47385	0	160
2025.10.31	17:00:00	3980.793	4003.636	3980.453	3997.671	25324	0	160
2025.10.31	18:00:00	3997.706	4010.142	3995.524	4000.027	15717	0	160
2025.10.31	19:00:00	4000.064	4005.602	3991.284	4001.071	15839	0	160
2025.10.31	20:00:00	4001.033	4006.709	3996.134	4001.621	7958	0	160
2025.11.02	23:00:00	3990.719	3998.970	3977.946	3980.306	17439	0	160
2025.11.03	00:00:00	3980.254	3987.806	3962.306	3970.971	22220	0	160
2025.11.03	01:00:00	3971.006	4001.846	3965.367	3995.910	30225	0	160
2025.11.03	02:00:00	3995.811	4006.557	3990.356	4004.001	18605	0	160
2025.11.03	03:00:00	4004.048	4015.527	4002.285	4011.114	16264	0	160
2025.11.03	04:00:00	4011.168	4014.519	4001.717	4003.761	12298	0	160
2025.11.03	05:00:00	4003.762	4018.693	3997.685	4014.055	14821	0	160
2025.11.03	06:00:00	4014.082	4018.783	4010.105	4017.370	13702	0	160
2025.11.03	07:00:00	4017.343	4026.084	4013.527	4025.279	15262	0	160
2025.11.03	08:00:00	4025.371	4027.835	4011.152	4019.772	18199	0	160
2025.11.03	09:00:00	4019.803	4025.981	3992.968	4000.624	24077	0	160
2025.11.03	10:00:00	4000.679	4004.816	3994.413	3998.911	17932	0	160
2025.11.03	11:00:00	3998.935	4008.639	3994.258	4007.563	14661	0	160
2025.11.03	12:00:00	4007.556	4013.543	4001.707	4013.239	14164	0	160
2025.11.03	13:00:00	4013.206	4020.632	4010.724	4015.983	24575	0	160
2025.11.03	14:00:00	4016.024	4026.141	4001.745	4022.647	27756	0	160
2025.11.03	15:00:00	4022.761	4030.646	4003.440	4008.635	36556	0	160
2025.11.03	16:00:00	4008.604	4013.492	3995.327	4008.205	22716	0	160
2025.11.03	17:00:00	4008.263	4012.059	4003.531	4006.159	13505	0	160
2025.11.03	18:00:00	4006.134	4009.649	3999.551	4006.678	11726	0	160
2025.11.03	19:00:00	4006.658	4008.212	3995.104	4004.710	14088	0	160
2025.11.03	20:00:00	4004.670	4014.932	4004.670	4010.308	9957	0	160
2025.11.03	21:00:00	4010.248	4010.248	3999.725	4000.704	5304	0	160
2025.11.03	23:00:00	4001.347	4005.895	3980.963	3997.266	13239	0	160
2025.11.04	00:00:00	3997.301	3999.269	3978.151	3986.349	17980	0	160
2025.11.04	01:00:00	3986.449	3994.530	3979.568	3987.411	20856	0	160
2025.11.04	02:00:00	3987.415	3987.415	3975.467	3986.620	20219	0	160
2025.11.04	03:00:00	3986.668	3999.348	3981.635	3994.564	14247	0	160
2025.11.04	04:00:00	3994.525	3995.231	3983.780	3985.443	12202	0	160
2025.11.04	05:00:00	3985.448	3987.147	3972.812	3973.410	17849	0	160
2025.11.04	06:00:00	3973.362	3988.033	3966.773	3985.053	20208	0	160
2025.11.04	07:00:00	3985.174	3996.438	3982.306	3993.974	16378	0	160
2025.11.04	08:00:00	3994.038	4000.711	3990.700	3996.008	16006	0	160
2025.11.04	09:00:00	3995.985	3999.421	3990.327	3991.224	14913	0	160
2025.11.04	10:00:00	3991.184	3997.523	3985.891	3993.927	14349	0	160
2025.11.04	11:00:00	3993.952	4000.173	3991.560	3995.182	9827	0	160
2025.11.04	12:00:00	3995.220	3997.576	3983.430	3984.635	13029	0	160
2025.11.04	13:00:00	3984.606	3996.045	3971.848	3975.653	23002	0	160
2025.11.04	14:00:00	3975.696	3977.735	3928.810	3956.957	45108	0	160
2025.11.04	15:00:00	3956.958	3968.055	3941.092	3956.828	28185	0	160
2025.11.04	16:00:00	3956.803	3975.778	3956.677	3968.981	20250	0	160
2025.11.04	17:00:00	3969.031	3971.009	3952.449	3955.086	18276	0	160
2025.11.04	18:00:00	3954.986	3956.858	3932.068	3937.847	22707	0	160
2025.11.04	19:00:00	3937.882	3944.104	3934.654	3937.435	17214	0	160
2025.11.04	20:00:00	3937.450	3942.073	3931.343	3938.528	15949	0	160
2025.11.04	21:00:00	3938.463	3938.582	3930.398	3932.139	5990	0	160
2025.11.04	23:00:00	3932.054	3940.555	3930.939	3934.767	9859	0	160
2025.11.05	00:00:00	3934.793	3943.076	3929.598	3939.874	16983	0	160
2025.11.05	01:00:00	3939.908	3949.453	3934.434	3937.050	21817	0	160
2025.11.05	02:00:00	3936.948	3951.046	3935.484	3948.503	15531	0	160
2025.11.05	03:00:00	3948.491	3965.358	3947.424	3960.874	11411	0	160
2025.11.05	04:00:00	3960.841	3973.709	3959.739	3970.236	9782	0	160
2025.11.05	05:00:00	3970.248	3978.556	3961.873	3964.933	13349	0	160
2025.11.05	06:00:00	3964.965	3973.594	3961.792	3966.191	14412	0	160
2025.11.05	07:00:00	3966.229	3974.807	3963.627	3972.701	11666	0	160
2025.11.05	08:00:00	3972.734	3987.091	3972.734	3979.852	15112	0	160
2025.11.05	09:00:00	3979.815	3981.302	3963.519	3971.802	12690	0	160
2025.11.05	10:00:00	3971.835	3971.835	3956.028	3964.456	13917	0	160
2025.11.05	11:00:00	3964.481	3968.883	3957.437	3966.917	10031	0	160
2025.11.05	12:00:00	3966.874	3969.910	3962.240	3969.571	9431	0	160
2025.11.05	13:00:00	3969.513	3979.533	3964.635	3975.814	18450	0	160
2025.11.05	14:00:00	3975.922	3985.562	3969.513	3973.399	24817	0	160
2025.11.05	15:00:00	3973.333	3984.502	3963.943	3978.201	24836	0	160
2025.11.05	16:00:00	3978.243	3990.543	3974.815	3986.864	16400	0	160
2025.11.05	17:00:00	3986.824	3989.659	3978.594	3981.948	11235	0	160
2025.11.05	18:00:00	3982.012	3986.018	3978.815	3982.459	8669	0	160
2025.11.05	19:00:00	3982.475	3988.914	3979.242	3987.809	7466	0	160
2025.11.05	20:00:00	3987.838	3990.243	3981.466	3983.780	7906	0	160
2025.11.05	21:00:00	3983.774	3984.941	3977.879	3979.101	4368	0	160
2025.11.05	23:00:00	3976.052	3980.142	3966.726	3973.671	11683	0	160
2025.11.06	00:00:00	3973.630	3976.173	3969.508	3976.173	9594	0	160
2025.11.06	01:00:00	3976.231	3977.358	3964.543	3976.629	15208	0	160
2025.11.06	02:00:00	3976.623	3985.259	3974.242	3983.325	10954	0	160
2025.11.06	03:00:00	3983.354	3990.439	3979.527	3987.556	8844	0	160
2025.11.06	04:00:00	3987.517	3989.841	3984.559	3988.748	6167	0	160
2025.11.06	05:00:00	3988.748	3990.925	3985.628	3987.694	9059	0	160
2025.11.06	06:00:00	3987.737	3992.930	3982.206	3991.508	10636	0	160
2025.11.06	07:00:00	3991.443	4009.645	3991.100	4005.879	13478	0	160
2025.11.06	08:00:00	4005.818	4016.818	4004.713	4014.801	12172	0	160
2025.11.06	09:00:00	4014.832	4015.246	4009.313	4011.031	9626	0	160
2025.11.06	10:00:00	4011.077	4011.178	4004.248	4008.363	8503	0	160
2025.11.06	11:00:00	4008.318	4019.609	4006.901	4018.182	9148	0	160
2025.11.06	12:00:00	4018.044	4019.551	4002.899	4005.269	9753	0	160
2025.11.06	13:00:00	4005.308	4016.145	4003.469	4012.140	14045	0	160
2025.11.06	14:00:00	4012.148	4013.794	3988.840	3993.264	28557	0	160
2025.11.06	15:00:00	3993.312	3993.716	3975.197	3980.220	32875	0	160
2025.11.06	16:00:00	3980.264	3986.224	3976.478	3980.916	20853	0	160
2025.11.06	17:00:00	3980.950	3988.153	3965.754	3986.251	21828	0	160
2025.11.06	18:00:00	3986.258	3991.049	3980.189	3987.769	13130	0	160
2025.11.06	19:00:00	3987.817	3995.281	3983.091	3985.395	10204	0	160
2025.11.06	20:00:00	3985.350	3987.277	3979.399	3980.719	14427	0	160
2025.11.06	21:00:00	3980.777	3982.431	3976.545	3977.032	6936	0	160
2025.11.06	23:00:00	3977.352	3989.754	3974.354	3989.177	6271	0	160
2025.11.07	00:00:00	3989.218	3994.515	3984.493	3988.647	7733	0	160
2025.11.07	01:00:00	3988.635	4002.776	3987.125	4001.676	12338	0	160
2025.11.07	02:00:00	4001.779	4003.402	3991.484	3995.340	10053	0	160
2025.11.07	03:00:00	3995.296	3996.544	3988.217	3990.445	8311	0	160
2025.11.07	04:00:00	3990.413	3998.615	3985.363	3998.451	7977	0	160
2025.11.07	05:00:00	3998.495	3998.858	3991.925	3995.159	9516	0	160
2025.11.07	06:00:00	3995.130	4008.442	3992.412	4006.685	10423	0	160
2025.11.07	07:00:00	4006.735	4010.016	4002.893	4007.772	9924	0	160
2025.11.07	08:00:00	4007.836	4010.323	4003.621	4009.683	9186	0	160
2025.11.07	09:00:00	4009.721	4014.195	4004.037	4006.548	9549	0	160
