,OPEN,HIGH,LOW,CLOSE,TICKVOL,THRESHOLD,CANDLE_COUNT,RSI,STOCH_D,MACD_HIST,ATR
0,2324.991,2328.821,2322.185,2325.943,8737,6064.604239841438,3,85.9331271173973,79.6440079447764,0.6226205449243096,8.054428571428518
1,2325.95,2329.926,2322.426,2322.766,11141,5951.935582078761,2,33.919718535103826,72.85243812193741,0.15569663408533074,8.026642857142829
2,2322.792,2325.09,2319.603,2324.857,9355,5951.935582078761,2,45.2860169491527,68.39107180747176,-0.07769300000406965,8.144571428571421
3,2324.879,2325.077,2320.262,2321.5,8829,5951.935582078761,2,34.35804701627498,58.82528198767138,-0.49997475787697176,8.051928571428562
4,2321.499,2322.0,2317.682,2319.252,10222,5951.935582078761,2,25.48786696080002,47.405576802587994,-0.9466003991719631,7.51950000000001
5,2319.228,2319.841,2311.641,2313.741,10399,5951.935582078761,2,12.762451171874332,27.79428458022746,-1.5911510040954289,7.569928571428591
6,2313.702,2316.524,2312.079,2312.348,9069,5951.935582078761,2,14.321917808218558,13.515472680960135,-2.0595410394019433,7.424571428571426
7,2312.333,2317.352,2309.895,2315.99,7605,5951.935582078761,1,22.549687325861328,13.728051927171938,-2.066947214888428,6.832999999999986
8,2315.956,2323.705,2315.288,2318.536,11082,5951.935582078761,1,40.338983050847744,24.24278278939173,-1.850262562565364,6.684928571428535
9,2318.538,2322.382,2312.28,2314.177,8015,5951.935582078761,1,35.45928600080279,30.216056853583456,-1.940924934271779,6.577142857142787
10,2314.215,2319.104,2312.742,2314.704,7700,5951.935582078761,1,53.86219619796337,29.065764301341165,-1.9032369290545388,6.601142857142771
11,2314.755,2317.463,2311.034,2314.147,9852,5951.935582078761,2,57.733642851001335,22.203917261578443,-1.8519175472834117,6.3564285714284905
12,2314.116,2315.551,2311.793,2314.618,7884,5951.935582078761,2,41.891252955084134,22.93777977468281,-1.7249190764658282,6.255357142857065
13,2314.634,2316.512,2312.723,2315.211,6005,5951.935582078761,3,24.450591670506824,23.781472051652855,-1.5454266940013022,6.265357142857089
14,2315.254,2316.275,2306.785,2307.868,10107,5879.4972726744345,2,16.763249394161804,18.26577444748582,-1.8453760719915255,6.4692142857142505
15,2307.83,2317.465,2307.326,2317.082,6025,5879.4972726744345,1,56.54087358345174,29.157086667527988,-1.3692713698894539,6.657714285714259
16,2317.087,2319.298,2315.352,2319.234,7752,5879.4972726744345,2,62.8635007333234,42.996489791242944,-0.8792686957140008,6.547642857142819
17,2319.222,2321.336,2313.561,2314.693,9299,5879.4972726744345,2,50.157278865915096,57.01568428020378,-0.8313693844793173,6.75907142857136
18,2314.644,2314.909,2305.294,2305.657,6042,5879.4972726744345,1,35.20411323793634,38.92210338932264,-1.3480483970797543,7.137428571428505
19,2305.624,2309.257,2303.584,2307.302,6769,5879.4972726744345,1,48.93561004964681,22.39581429525632,-1.506800055532577,6.956928571428534
20,2307.294,2317.098,2306.918,2315.519,9954,5879.4972726744345,2,46.94619202063199,26.588663867400758,-1.0100437696194353,7.3665714285714
21,2315.519,2319.091,2312.89,2314.488,14214,5879.4972726744345,2,40.302411115651374,43.99549392840004,-0.7163522497596368,7.276857142857125
